age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary
31,Never-worked,123774,11th,1,Married-AF-spouse,Exec-managerial,Wife,Black,Female,32829,1543,42,Vietnam,<=50K
85,Never-worked,531588,HS-grad,4,Divorced,Adm-clerical,Wife,Asian-Pac-Islander,Female,98136,1811,16,Jamaica,<=50K
78,Federal-gov,912464,7th-8th,16,Separated,Handlers-cleaners,Unmarried,Asian-Pac-Islander,Male,54163,1957,97,United-States,<=50K
62,Self-emp-not-inc,904734,Preschool,16,Married-civ-spouse,Other-service,Husband,White,Male,80696,3289,96,Honduras,>50K
23,Never-worked,825270,Some-college,12,Married-civ-spouse,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,45309,1445,26,Portugal,<=50K
19,Without-pay,1060434,Prof-school,12,Married-spouse-absent,Farming-fishing,Other-relative,Black,Male,9892,3307,39,Portugal,<=50K
40,Local-gov,865587,Some-college,15,Married-AF-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,21205,1930,45,Laos,<=50K
28,Self-emp-inc,278667,9th,1,Never-married,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Male,54620,494,35,Dominican-Republic,>50K
80,Local-gov,128053,Preschool,9,Never-married,Prof-specialty,Other-relative,Asian-Pac-Islander,Male,92007,517,88,Japan,<=50K
32,Self-emp-inc,438891,Bachelors,3,Widowed,Armed-Forces,Own-child,Amer-Indian-Eskimo,Male,71812,565,22,Portugal,>50K
37,State-gov,216001,12th,16,Divorced,Other-service,Unmarried,White,Female,96241,3775,62,Vietnam,>50K
89,Without-pay,1046726,11th,2,Divorced,Adm-clerical,Husband,White,Female,55556,3582,84,Germany,<=50K
77,Federal-gov,1456670,Bachelors,2,Widowed,Machine-op-inspct,Own-child,Other,Male,59153,3805,31,India,>50K
33,Private,1382868,7th-8th,10,Separated,Machine-op-inspct,Own-child,Black,Female,44362,3877,86,United-States,<=50K
45,Local-gov,849471,9th,6,Never-married,Prof-specialty,Other-relative,Amer-Indian-Eskimo,Male,23342,4059,78,South,<=50K
55,Without-pay,1319592,5th-6th,14,Divorced,Other-service,Unmarried,Other,Female,42549,3275,18,El-Salvador,<=50K
66,Self-emp-not-inc,984599,Prof-school,5,Never-married,Other-service,Unmarried,Other,Female,55489,1822,28,Canada,<=50K
86,Never-worked,203918,Masters,13,Married-spouse-absent,Other-service,Unmarried,Other,Male,62542,1697,38,Vietnam,<=50K
81,Self-emp-inc,879001,11th,7,Divorced,Tech-support,Own-child,White,Male,38506,4144,92,Hungary,<=50K
89,State-gov,854404,12th,10,Divorced,Handlers-cleaners,Wife,Asian-Pac-Islander,Female,63478,2331,62,El-Salvador,<=50K
20,State-gov,825314,Doctorate,16,Married-civ-spouse,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Male,83941,574,39,United-States,>50K
34,Self-emp-not-inc,1195036,Assoc-voc,10,Divorced,Farming-fishing,Unmarried,Asian-Pac-Islander,Female,30708,1261,36,Thailand,<=50K
58,Private,1470069,11th,4,Married-civ-spouse,Transport-moving,Unmarried,White,Male,95436,1232,84,Puerto-Rico,>50K
20,Never-worked,363080,7th-8th,16,Widowed,Craft-repair,Unmarried,Black,Male,41644,2268,39,Japan,<=50K
43,State-gov,37851,11th,16,Divorced,Adm-clerical,Not-in-family,White,Female,43850,2206,3,Thailand,<=50K
28,State-gov,962994,Masters,8,Widowed,Protective-serv,Not-in-family,White,Male,15289,593,77,South,>50K
86,Self-emp-inc,175678,HS-grad,7,Never-married,Protective-serv,Own-child,Asian-Pac-Islander,Male,64957,1523,3,Japan,<=50K
21,Private,644383,Masters,13,Married-spouse-absent,Priv-house-serv,Unmarried,Amer-Indian-Eskimo,Male,88359,694,75,United-States,<=50K
27,Self-emp-inc,1390473,1st-4th,9,Married-spouse-absent,Adm-clerical,Wife,White,Female,38623,2513,24,Canada,<=50K
31,Local-gov,991878,Preschool,2,Married-civ-spouse,Tech-support,Other-relative,Other,Female,86928,3622,91,Portugal,<=50K
27,State-gov,1398191,HS-grad,6,Divorced,Farming-fishing,Not-in-family,Other,Female,95369,1590,70,Laos,>50K
59,Self-emp-inc,59741,5th-6th,2,Married-spouse-absent,Priv-house-serv,Husband,Black,Male,65995,4251,40,India,<=50K
43,Self-emp-not-inc,1056613,Assoc-acdm,5,Widowed,Farming-fishing,Own-child,Other,Female,29940,1684,70,Laos,<=50K
84,Self-emp-not-inc,474865,11th,3,Married-civ-spouse,Armed-Forces,Unmarried,Asian-Pac-Islander,Male,97471,2771,98,Haiti,<=50K
36,Never-worked,122218,5th-6th,16,Married-AF-spouse,Prof-specialty,Own-child,Asian-Pac-Islander,Female,28885,482,9,Thailand,>50K
56,State-gov,466550,12th,16,Married-spouse-absent,Adm-clerical,Wife,White,Female,48744,2234,29,India,<=50K
65,Never-worked,1392135,12th,1,Never-married,Handlers-cleaners,Husband,Black,Female,46852,2768,49,Puerto-Rico,<=50K
63,Private,631132,Prof-school,13,Separated,Farming-fishing,Other-relative,Amer-Indian-Eskimo,Male,87919,898,54,Puerto-Rico,<=50K
75,Federal-gov,1368640,11th,14,Married-AF-spouse,Handlers-cleaners,Husband,Other,Male,96061,382,84,Japan,>50K
31,Federal-gov,181585,Bachelors,15,Married-AF-spouse,Other-service,Other-relative,Asian-Pac-Islander,Female,74428,1734,93,El-Salvador,<=50K
54,Federal-gov,982293,Doctorate,15,Widowed,Sales,Own-child,Black,Male,31200,4306,87,Canada,>50K
76,Federal-gov,657658,Bachelors,6,Widowed,Machine-op-inspct,Own-child,Asian-Pac-Islander,Female,17747,4257,84,Honduras,<=50K
80,Private,454920,7th-8th,8,Married-AF-spouse,Tech-support,Other-relative,Asian-Pac-Islander,Female,32817,484,70,Philippines,<=50K
62,Private,812681,Prof-school,3,Divorced,Handlers-cleaners,Wife,Other,Male,86716,3161,63,South,<=50K
65,Without-pay,920033,Doctorate,14,Never-married,Craft-repair,Husband,Asian-Pac-Islander,Male,51703,2524,9,Mexico,<=50K
80,Federal-gov,51689,1st-4th,1,Widowed,Exec-managerial,Wife,Black,Female,16846,2849,34,United-States,<=50K
63,Self-emp-not-inc,978735,Some-college,9,Widowed,Tech-support,Not-in-family,Black,Female,49938,3746,71,Puerto-Rico,>50K
87,Self-emp-inc,457072,11th,8,Never-married,Handlers-cleaners,Husband,Black,Male,62142,2015,52,Cuba,<=50K
26,Never-worked,1200230,11th,6,Divorced,Protective-serv,Wife,Black,Female,44130,1339,90,Honduras,<=50K
42,Federal-gov,274341,1st-4th,16,Widowed,Tech-support,Own-child,Other,Male,17292,3214,60,Thailand,<=50K
25,Never-worked,434888,Some-college,8,Married-AF-spouse,Priv-house-serv,Unmarried,Other,Male,9647,558,89,India,<=50K
23,Self-emp-not-inc,1449253,HS-grad,1,Married-civ-spouse,Sales,Husband,Black,Female,95360,863,79,United-States,>50K
51,Private,377549,9th,14,Never-married,Transport-moving,Wife,Other,Female,95901,3859,15,Columbia,>50K
33,Local-gov,204759,11th,15,Married-spouse-absent,Exec-managerial,Husband,Asian-Pac-Islander,Female,66283,3918,58,Cuba,<=50K
47,State-gov,825867,Assoc-voc,6,Divorced,Sales,Other-relative,Other,Female,32211,1820,12,Honduras,<=50K
49,Never-worked,939677,Prof-school,5,Married-spouse-absent,Other-service,Husband,White,Male,12789,4244,93,Germany,>50K
62,Federal-gov,849951,Assoc-voc,12,Separated,Adm-clerical,Wife,Other,Male,17642,2250,86,Dominican-Republic,<=50K
86,Self-emp-not-inc,606269,Bachelors,1,Married-civ-spouse,Other-service,Other-relative,Amer-Indian-Eskimo,Male,10925,1618,38,Puerto-Rico,<=50K
79,Local-gov,170964,Assoc-acdm,11,Divorced,Prof-specialty,Other-relative,Asian-Pac-Islander,Female,24354,2517,45,Portugal,>50K
44,Self-emp-inc,436993,7th-8th,3,Married-civ-spouse,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Male,19084,3930,53,Portugal,<=50K
41,Self-emp-not-inc,95664,Assoc-voc,4,Divorced,Tech-support,Wife,Amer-Indian-Eskimo,Female,74705,3703,33,Cuba,<=50K
74,Private,1274707,Preschool,2,Divorced,Armed-Forces,Other-relative,White,Male,54386,3713,2,India,>50K
26,State-gov,396044,Assoc-voc,11,Never-married,Armed-Forces,Wife,White,Female,82433,1313,79,Haiti,<=50K
56,State-gov,993882,Prof-school,11,Separated,Machine-op-inspct,Wife,Other,Female,5067,2544,23,Cuba,>50K
48,Self-emp-not-inc,396935,11th,8,Divorced,Craft-repair,Own-child,Other,Female,43027,4280,32,Mexico,<=50K
30,Local-gov,929162,12th,16,Married-AF-spouse,Transport-moving,Own-child,Black,Female,93577,102,45,Columbia,<=50K
62,Never-worked,147236,12th,2,Married-civ-spouse,Transport-moving,Not-in-family,White,Female,7627,413,7,Philippines,<=50K
40,Without-pay,150721,Bachelors,16,Married-spouse-absent,Exec-managerial,Unmarried,Black,Female,20068,4262,68,Philippines,<=50K
30,Federal-gov,479528,Doctorate,13,Never-married,Armed-Forces,Wife,Black,Female,68356,434,1,Portugal,<=50K
65,Private,395071,Preschool,2,Divorced,Armed-Forces,Not-in-family,Asian-Pac-Islander,Male,49702,2678,17,Columbia,<=50K
29,State-gov,488367,Preschool,7,Divorced,Tech-support,Own-child,Black,Female,38996,3995,43,Vietnam,<=50K
66,Local-gov,420972,10th,9,Married-spouse-absent,Exec-managerial,Own-child,White,Female,70399,2719,11,Thailand,>50K
28,Never-worked,1038310,Some-college,10,Widowed,Prof-specialty,Unmarried,White,Male,88266,2514,95,United-States,<=50K
49,Local-gov,654348,5th-6th,7,Married-spouse-absent,Armed-Forces,Unmarried,Amer-Indian-Eskimo,Male,74845,1865,36,El-Salvador,>50K
76,State-gov,240101,Assoc-voc,5,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,80443,957,53,Jamaica,>50K
33,Local-gov,1374320,Doctorate,5,Married-AF-spouse,Protective-serv,Husband,Other,Female,50144,3564,70,Portugal,<=50K
73,Local-gov,950937,HS-grad,10,Widowed,Sales,Husband,Amer-Indian-Eskimo,Male,14174,2202,33,Canada,<=50K
70,Self-emp-inc,608930,Masters,9,Married-civ-spouse,Priv-house-serv,Own-child,Amer-Indian-Eskimo,Female,11118,2545,66,El-Salvador,<=50K
83,Federal-gov,765411,12th,7,Separated,Sales,Wife,Asian-Pac-Islander,Male,40408,3182,17,Honduras,<=50K
29,Self-emp-inc,497137,9th,4,Married-spouse-absent,Armed-Forces,Wife,White,Female,18707,2199,40,Dominican-Republic,<=50K
69,Federal-gov,593152,Assoc-acdm,9,Separated,Priv-house-serv,Wife,Asian-Pac-Islander,Female,80380,2018,57,Philippines,<=50K
86,Never-worked,117137,Bachelors,4,Widowed,Protective-serv,Not-in-family,Other,Female,88149,3349,55,Germany,>50K
73,Self-emp-inc,1240792,5th-6th,7,Separated,Other-service,Not-in-family,Black,Female,65304,3631,51,Jamaica,<=50K
30,Federal-gov,581297,1st-4th,16,Married-civ-spouse,Armed-Forces,Husband,Amer-Indian-Eskimo,Male,3740,3062,61,Puerto-Rico,>50K
77,Never-worked,1041389,5th-6th,12,Separated,Exec-managerial,Unmarried,Other,Male,84477,1144,68,Dominican-Republic,<=50K
24,Self-emp-not-inc,89675,7th-8th,12,Married-spouse-absent,Handlers-cleaners,Husband,Other,Female,40623,3592,83,Philippines,<=50K
60,Self-emp-inc,147790,Assoc-acdm,1,Separated,Other-service,Wife,Asian-Pac-Islander,Male,13532,370,28,Portugal,<=50K
53,Federal-gov,552099,12th,13,Married-AF-spouse,Sales,Own-child,Other,Male,43472,4292,54,Germany,>50K
56,Federal-gov,68477,Assoc-acdm,11,Separated,Prof-specialty,Own-child,Other,Female,42551,2838,86,Cuba,<=50K
55,Self-emp-inc,1442781,Preschool,9,Widowed,Farming-fishing,Own-child,Asian-Pac-Islander,Female,96628,1933,32,El-Salvador,<=50K
19,Without-pay,70208,7th-8th,5,Never-married,Exec-managerial,Unmarried,Black,Female,19464,2289,73,Japan,<=50K
54,Federal-gov,834206,Masters,7,Married-civ-spouse,Handlers-cleaners,Wife,Asian-Pac-Islander,Female,80753,3073,33,India,<=50K
86,Self-emp-inc,530970,Masters,6,Never-married,Craft-repair,Unmarried,Amer-Indian-Eskimo,Female,9026,453,74,India,<=50K
49,Federal-gov,321019,Assoc-voc,7,Married-spouse-absent,Craft-repair,Husband,Other,Female,72735,2796,40,South,<=50K
37,Never-worked,220095,10th,13,Married-civ-spouse,Protective-serv,Not-in-family,Amer-Indian-Eskimo,Female,65101,2437,98,Columbia,<=50K
90,Never-worked,454566,9th,3,Divorced,Protective-serv,Other-relative,Amer-Indian-Eskimo,Male,48471,1004,88,Germany,>50K
24,Self-emp-not-inc,87959,Some-college,11,Never-married,Tech-support,Not-in-family,Amer-Indian-Eskimo,Male,10877,2368,76,India,<=50K
52,Private,856436,Assoc-voc,16,Married-AF-spouse,Tech-support,Not-in-family,Other,Female,67624,3528,59,Thailand,<=50K
54,Private,359335,Bachelors,3,Separated,Transport-moving,Not-in-family,Other,Female,1566,21,91,Haiti,<=50K
52,Federal-gov,40791,1st-4th,11,Married-civ-spouse,Exec-managerial,Own-child,White,Female,24755,3493,30,Columbia,<=50K
85,State-gov,182639,Masters,2,Married-spouse-absent,Farming-fishing,Wife,Other,Female,74940,818,61,Japan,<=50K
48,Private,1341954,5th-6th,9,Separated,Tech-support,Husband,Black,Female,23073,1701,90,El-Salvador,<=50K
89,Local-gov,366533,9th,6,Separated,Protective-serv,Husband,White,Male,38073,2360,55,Canada,<=50K
21,Federal-gov,866839,Preschool,11,Divorced,Prof-specialty,Wife,White,Male,68916,3856,51,Philippines,>50K
71,Never-worked,617796,Masters,13,Married-spouse-absent,Armed-Forces,Wife,Asian-Pac-Islander,Male,42192,4103,60,Mexico,<=50K
60,Local-gov,739937,Assoc-voc,16,Married-AF-spouse,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,37273,2028,41,Cuba,<=50K
34,Federal-gov,1274687,Prof-school,2,Married-spouse-absent,Machine-op-inspct,Own-child,Other,Female,22075,2352,31,Cuba,>50K
33,Local-gov,1070960,Preschool,5,Married-civ-spouse,Transport-moving,Not-in-family,Black,Female,50896,1536,61,South,<=50K
70,Self-emp-not-inc,826814,11th,12,Never-married,Farming-fishing,Husband,Other,Female,60795,269,74,Portugal,>50K
64,Federal-gov,308293,Bachelors,15,Married-spouse-absent,Farming-fishing,Wife,Other,Male,27710,1427,79,Thailand,<=50K
62,Self-emp-inc,1268391,Some-college,7,Separated,Protective-serv,Wife,Black,Male,32992,51,40,India,<=50K
20,Self-emp-not-inc,44276,1st-4th,2,Widowed,Tech-support,Not-in-family,White,Female,13822,391,42,Philippines,<=50K
61,Federal-gov,836323,10th,2,Never-married,Exec-managerial,Own-child,Other,Female,47808,3480,79,Mexico,<=50K
89,State-gov,921653,7th-8th,1,Separated,Other-service,Not-in-family,Asian-Pac-Islander,Male,44394,2786,95,Honduras,<=50K
18,Local-gov,1410430,Assoc-voc,2,Married-civ-spouse,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,9626,386,90,Columbia,<=50K
51,Never-worked,248786,11th,15,Never-married,Craft-repair,Other-relative,Amer-Indian-Eskimo,Female,98933,2348,94,Columbia,>50K
53,Self-emp-inc,439240,Some-college,16,Married-spouse-absent,Priv-house-serv,Unmarried,Other,Male,91416,970,11,United-States,<=50K
83,State-gov,30377,1st-4th,2,Married-AF-spouse,Priv-house-serv,Unmarried,Asian-Pac-Islander,Female,9970,2169,33,Cuba,>50K
37,Local-gov,377391,HS-grad,16,Married-spouse-absent,Handlers-cleaners,Wife,Amer-Indian-Eskimo,Female,1920,2870,23,Hungary,<=50K
52,Without-pay,1385330,Preschool,11,Married-spouse-absent,Adm-clerical,Wife,White,Female,51039,3095,29,El-Salvador,<=50K
70,Never-worked,24990,Doctorate,9,Married-civ-spouse,Other-service,Own-child,Amer-Indian-Eskimo,Male,24122,4128,30,Portugal,>50K
21,State-gov,1177658,10th,8,Divorced,Handlers-cleaners,Wife,Other,Male,29300,1795,26,United-States,<=50K
76,Federal-gov,1394164,9th,5,Widowed,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Male,76081,706,10,Honduras,<=50K
77,Local-gov,181087,Assoc-acdm,7,Divorced,Protective-serv,Own-child,Black,Female,41419,1070,24,Canada,<=50K
70,State-gov,545270,Doctorate,16,Married-spouse-absent,Other-service,Not-in-family,Other,Male,67868,2060,22,Hungary,<=50K
64,Without-pay,1337194,Bachelors,16,Widowed,Sales,Wife,Amer-Indian-Eskimo,Male,58575,2566,80,Canada,<=50K
72,Self-emp-not-inc,1076776,Preschool,11,Married-civ-spouse,Prof-specialty,Own-child,Other,Female,27164,2945,19,Cuba,<=50K
74,Without-pay,112167,Doctorate,6,Separated,Sales,Own-child,Other,Female,39723,575,49,Haiti,<=50K
83,Without-pay,1291935,Some-college,6,Never-married,Exec-managerial,Other-relative,Other,Female,44948,246,95,Jamaica,<=50K
48,Private,1199196,HS-grad,2,Married-AF-spouse,Priv-house-serv,Wife,Black,Female,14376,2588,8,Portugal,>50K
50,Self-emp-inc,473121,Preschool,5,Divorced,Adm-clerical,Husband,White,Male,84452,1846,58,United-States,<=50K
64,Self-emp-not-inc,624921,Masters,4,Married-AF-spouse,Tech-support,Other-relative,White,Male,35152,2534,15,Columbia,<=50K
31,Local-gov,462873,Assoc-acdm,16,Separated,Prof-specialty,Wife,Black,Male,38265,1767,15,India,>50K
80,Self-emp-not-inc,778216,Doctorate,16,Divorced,Farming-fishing,Husband,Asian-Pac-Islander,Female,54483,3209,35,Dominican-Republic,>50K
74,Self-emp-inc,1164518,1st-4th,10,Divorced,Transport-moving,Not-in-family,Other,Male,44089,848,90,Cuba,<=50K
63,Self-emp-not-inc,1000151,5th-6th,15,Divorced,Machine-op-inspct,Own-child,Other,Female,73969,2678,32,Vietnam,<=50K
39,Private,1443730,Assoc-voc,10,Married-civ-spouse,Other-service,Wife,Amer-Indian-Eskimo,Female,93233,460,5,Vietnam,>50K
42,Federal-gov,158265,12th,5,Married-civ-spouse,Handlers-cleaners,Other-relative,White,Male,19138,1853,20,United-States,<=50K
49,Self-emp-inc,1378082,12th,9,Married-civ-spouse,Tech-support,Wife,Amer-Indian-Eskimo,Male,60627,4306,89,El-Salvador,<=50K
66,Local-gov,1354053,Bachelors,9,Married-AF-spouse,Tech-support,Not-in-family,Amer-Indian-Eskimo,Male,54418,1006,68,Haiti,<=50K
74,Self-emp-not-inc,577181,Masters,5,Married-AF-spouse,Armed-Forces,Other-relative,Other,Male,40155,1226,19,Thailand,<=50K
66,Self-emp-inc,224602,1st-4th,10,Married-spouse-absent,Other-service,Wife,Other,Male,88344,2668,88,United-States,<=50K
85,Never-worked,345846,11th,15,Married-civ-spouse,Exec-managerial,Other-relative,Amer-Indian-Eskimo,Male,47253,3241,95,Thailand,<=50K
88,Without-pay,1404054,10th,16,Married-civ-spouse,Exec-managerial,Own-child,Asian-Pac-Islander,Male,98356,2153,66,El-Salvador,>50K
69,Self-emp-inc,26383,Assoc-voc,15,Divorced,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Female,17423,1888,73,Canada,<=50K
44,Self-emp-not-inc,147507,Assoc-voc,10,Widowed,Adm-clerical,Wife,Black,Female,31024,2441,71,Thailand,>50K
61,Never-worked,119256,HS-grad,10,Widowed,Armed-Forces,Own-child,Black,Male,50263,2614,69,India,>50K
48,State-gov,266533,Doctorate,14,Separated,Other-service,Not-in-family,Asian-Pac-Islander,Male,22308,1331,58,Hungary,<=50K
63,Federal-gov,1179023,Some-college,5,Widowed,Craft-repair,Wife,White,Female,18317,761,87,Canada,>50K
77,State-gov,97358,Preschool,3,Married-AF-spouse,Armed-Forces,Not-in-family,Amer-Indian-Eskimo,Female,83620,4008,75,Hungary,>50K
44,Self-emp-not-inc,1438364,12th,1,Married-civ-spouse,Tech-support,Other-relative,Black,Female,60043,2051,56,South,<=50K
54,Federal-gov,600256,HS-grad,8,Divorced,Armed-Forces,Not-in-family,Amer-Indian-Eskimo,Female,95707,4309,78,India,<=50K
20,Federal-gov,798296,Masters,3,Separated,Priv-house-serv,Other-relative,White,Female,16978,3965,23,Jamaica,<=50K
71,State-gov,885653,1st-4th,13,Never-married,Transport-moving,Own-child,Amer-Indian-Eskimo,Female,90008,2882,81,Portugal,>50K
53,Self-emp-not-inc,1211304,Prof-school,4,Separated,Exec-managerial,Other-relative,Amer-Indian-Eskimo,Female,75161,2013,62,Columbia,<=50K
51,Federal-gov,936217,5th-6th,1,Married-civ-spouse,Farming-fishing,Not-in-family,Amer-Indian-Eskimo,Female,37754,750,3,Dominican-Republic,>50K
56,Without-pay,102382,Bachelors,7,Divorced,Prof-specialty,Wife,Black,Female,78786,4311,28,Haiti,<=50K
32,Self-emp-not-inc,1236931,11th,7,Divorced,Transport-moving,Not-in-family,White,Male,72224,4325,3,Mexico,<=50K
61,Private,142594,Preschool,9,Married-spouse-absent,Transport-moving,Wife,Black,Male,95883,2704,45,Jamaica,>50K
72,Without-pay,793291,10th,16,Married-spouse-absent,Transport-moving,Other-relative,Other,Female,26116,2224,63,Laos,>50K
42,Without-pay,1293062,9th,9,Married-AF-spouse,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,4246,2647,17,El-Salvador,>50K
26,Federal-gov,766288,Assoc-acdm,13,Married-AF-spouse,Handlers-cleaners,Husband,Other,Female,58982,174,66,Dominican-Republic,<=50K
45,Private,632029,Masters,12,Never-married,Tech-support,Other-relative,Asian-Pac-Islander,Female,78661,2365,63,Dominican-Republic,<=50K
31,Local-gov,494366,1st-4th,3,Widowed,Craft-repair,Own-child,Amer-Indian-Eskimo,Male,63427,3775,1,Puerto-Rico,>50K
44,Self-emp-inc,1172925,Some-college,4,Divorced,Protective-serv,Wife,Asian-Pac-Islander,Male,82304,1086,60,Puerto-Rico,<=50K
63,Local-gov,974693,Assoc-voc,8,Married-spouse-absent,Other-service,Wife,White,Male,74251,4111,52,Hungary,<=50K
25,Self-emp-not-inc,1210920,12th,5,Never-married,Protective-serv,Not-in-family,Amer-Indian-Eskimo,Female,66599,3358,1,Philippines,<=50K
72,Without-pay,1355195,12th,8,Separated,Priv-house-serv,Unmarried,Black,Female,98380,2739,59,Cuba,<=50K
33,State-gov,887561,10th,4,Married-AF-spouse,Tech-support,Not-in-family,Black,Female,76375,2471,58,Honduras,<=50K
83,State-gov,537459,5th-6th,2,Widowed,Protective-serv,Wife,Black,Female,75310,1565,59,El-Salvador,<=50K
71,Local-gov,889366,Bachelors,7,Married-spouse-absent,Farming-fishing,Other-relative,Other,Female,2516,358,69,Germany,<=50K
37,Self-emp-not-inc,539018,7th-8th,5,Married-civ-spouse,Handlers-cleaners,Unmarried,White,Male,130,842,13,Columbia,<=50K
58,Never-worked,315993,7th-8th,10,Married-spouse-absent,Tech-support,Wife,Asian-Pac-Islander,Male,84970,2520,84,Thailand,<=50K
25,Self-emp-inc,519758,HS-grad,3,Separated,Transport-moving,Other-relative,White,Female,44805,502,9,Thailand,<=50K
24,Self-emp-inc,720359,11th,11,Married-AF-spouse,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Female,68487,3435,39,South,>50K
87,Never-worked,348427,5th-6th,16,Never-married,Transport-moving,Unmarried,Amer-Indian-Eskimo,Female,72484,685,36,Cuba,<=50K
76,Private,478401,11th,8,Divorced,Handlers-cleaners,Unmarried,Other,Male,69790,1762,97,Laos,>50K
28,Self-emp-not-inc,849948,9th,9,Widowed,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,90788,1541,50,Honduras,<=50K
37,Without-pay,211825,12th,2,Married-AF-spouse,Exec-managerial,Husband,Black,Male,2916,2573,34,Hungary,<=50K
31,Self-emp-inc,168337,9th,3,Married-civ-spouse,Craft-repair,Own-child,White,Male,16840,4046,96,India,<=50K
46,Local-gov,1156811,12th,1,Married-AF-spouse,Armed-Forces,Other-relative,Asian-Pac-Islander,Male,91659,2588,24,Cuba,<=50K
38,Local-gov,1246211,Bachelors,8,Widowed,Tech-support,Own-child,Amer-Indian-Eskimo,Male,9621,3592,10,Vietnam,<=50K
41,Without-pay,475617,7th-8th,8,Widowed,Other-service,Husband,Asian-Pac-Islander,Male,36765,76,42,Japan,<=50K
56,Local-gov,215899,10th,2,Married-spouse-absent,Other-service,Unmarried,Asian-Pac-Islander,Female,37876,1057,87,Japan,<=50K
30,Federal-gov,694167,7th-8th,7,Never-married,Prof-specialty,Wife,Other,Female,14196,807,98,Jamaica,<=50K
82,Local-gov,269373,Preschool,14,Married-AF-spouse,Sales,Wife,Black,Female,67579,375,5,Jamaica,>50K
70,State-gov,1308542,9th,14,Married-AF-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,40796,480,63,Germany,<=50K
73,Federal-gov,113645,Prof-school,11,Married-spouse-absent,Other-service,Unmarried,Asian-Pac-Islander,Female,62581,392,89,Puerto-Rico,>50K
29,Self-emp-not-inc,756613,9th,13,Married-civ-spouse,Armed-Forces,Other-relative,Asian-Pac-Islander,Male,79314,809,60,El-Salvador,<=50K
69,Federal-gov,575959,Prof-school,9,Widowed,Handlers-cleaners,Other-relative,Asian-Pac-Islander,Male,23324,3434,77,Mexico,<=50K
78,Never-worked,701876,Assoc-acdm,6,Divorced,Sales,Wife,White,Male,26709,696,23,Canada,>50K
29,Private,1132171,9th,12,Married-civ-spouse,Adm-clerical,Other-relative,Other,Female,39780,3628,62,South,>50K
72,Self-emp-not-inc,399414,Prof-school,14,Married-civ-spouse,Craft-repair,Husband,Black,Male,97052,1962,85,Dominican-Republic,<=50K
43,Never-worked,1357508,Bachelors,5,Married-AF-spouse,Other-service,Wife,Asian-Pac-Islander,Female,70357,3557,58,Thailand,<=50K
75,Without-pay,1457912,Prof-school,7,Never-married,Exec-managerial,Wife,Black,Male,44627,2809,45,Puerto-Rico,>50K
52,Private,654201,Bachelors,7,Married-civ-spouse,Farming-fishing,Other-relative,White,Female,58367,1193,92,Puerto-Rico,>50K
76,Self-emp-not-inc,582349,5th-6th,12,Married-spouse-absent,Sales,Unmarried,Black,Female,10229,133,3,Germany,<=50K
27,State-gov,359843,Doctorate,2,Widowed,Priv-house-serv,Husband,Amer-Indian-Eskimo,Male,76991,1236,72,Jamaica,>50K
45,Without-pay,1215003,Prof-school,12,Never-married,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,23232,3656,63,Germany,<=50K
37,State-gov,1084886,5th-6th,4,Separated,Armed-Forces,Own-child,Amer-Indian-Eskimo,Male,11394,198,83,Thailand,<=50K
35,Without-pay,677178,Assoc-acdm,8,Separated,Priv-house-serv,Husband,White,Female,68491,755,77,Puerto-Rico,<=50K
39,Local-gov,1029440,Assoc-acdm,1,Married-AF-spouse,Transport-moving,Wife,Asian-Pac-Islander,Female,98624,2980,56,Portugal,<=50K
45,Never-worked,556180,7th-8th,13,Never-married,Handlers-cleaners,Husband,Other,Male,81559,1700,95,Laos,<=50K
26,Local-gov,1019834,5th-6th,2,Married-civ-spouse,Transport-moving,Wife,Black,Female,58905,3762,45,Vietnam,<=50K
69,Federal-gov,1224458,1st-4th,4,Married-civ-spouse,Craft-repair,Other-relative,Other,Male,58187,3318,97,Haiti,<=50K
57,State-gov,667715,Masters,11,Widowed,Craft-repair,Unmarried,Amer-Indian-Eskimo,Female,31,3823,72,Jamaica,>50K
78,Federal-gov,997029,10th,6,Married-civ-spouse,Craft-repair,Unmarried,White,Male,61559,3604,49,Cuba,<=50K
69,Local-gov,847860,5th-6th,4,Married-AF-spouse,Transport-moving,Unmarried,White,Female,71662,245,2,Jamaica,<=50K
